Requirement ID,Record Type,Source Document,Section / Table Location,Title,Required Behaviour & Acceptance Criteria,Implementation Code Files,Acceptance Test File,Specific Test Name / Procedure,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
RG-08 Accessibility & Localization,RELEASE_GATE,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,38. Release Gates,Nepali/English and accessibility acceptance suite passes.,UX/QA,docs/execution/OPEN_GATES.md,docs/execution/PHASE_G2_VERIFICATION_REPORT.md,Release Gate Audit Checklist,Gate open; release readiness checklist pending operational sign-off,HUMAN_GATED,HG-RG-08 
RG-09 Operations,RELEASE_GATE,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,38. Release Gates,"Monitoring, alerts, runbooks, backups, successful restore, incident/on-call ownership ready.",Operations,docs/execution/OPEN_GATES.md,docs/execution/PHASE_G2_VERIFICATION_REPORT.md,Release Gate Audit Checklist,Gate open; release readiness checklist pending operational sign-off,HUMAN_GATED,HG-RG-09 
RG-10 Store/Distribution,RELEASE_GATE,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,38. Release Gates,"Android/iOS signing, privacy disclosures, screenshots, support links and store checks complete.",Release/Product,docs/execution/OPEN_GATES.md,docs/execution/PHASE_G2_VERIFICATION_REPORT.md,Release Gate Audit Checklist,Gate open; release readiness checklist pending operational sign-off,HUMAN_GATED,HG-RG-10 
RG-11 UAT,RELEASE_GATE,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,38. Release Gates,Stakeholder/community representatives accept critical journeys.,Business Owner/UAT group,docs/execution/OPEN_GATES.md,docs/execution/PHASE_G2_VERIFICATION_REPORT.md,Release Gate Audit Checklist,Gate open; release readiness checklist pending operational sign-off,HUMAN_GATED,HG-RG-11 
RG-12 Go-Live,RELEASE_GATE,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,38. Release Gates,"Production checklist, rollback plan and named incident command approved.",Release Manager/Super Admin,docs/execution/OPEN_GATES.md,docs/execution/PHASE_G2_VERIFICATION_REPORT.md,Release Gate Audit Checklist,Gate open; release readiness checklist pending operational sign-off,HUMAN_GATED,HG-RG-12 
AUTH-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-003, MOB-004, MOB-040",Auth/session endpoints,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PROF-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-011, MOB-035–037","/me ,   /people",services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
GEN-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-010–012, ADM-UI-007–009",People/tree/admin genealogy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
SRCH-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-005, MOB-014, ADM-UI-007",Search APIs/indexes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
CLAIM-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-006–008, ADM-UI-003–004",Claims APIs/workflow,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
CHG-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-015–017, ADM-UI-005–006",Genealogy request APIs,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
DUP-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-008, ADM-UI-010–011",Duplicate/merge service,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
REL-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-011, MOB-013, ADM-UI-021",Relationship engine/rules,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
CUL-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-018–019, ADM-UI-016–017",Content CMS/API,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
CAL-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-020–022, ADM-UI-018/023",Calendar/event service,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JUT-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-012/021, ADM-UI-022",Jutho rule engine,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NOT-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-025–026, ADM-UI-018",Follow/notification worker,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
INV-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-023–024, ADM-UI-018",Invitation/audience service,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
COM-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-027–029, ADM-UI-019–020",Community/moderation APIs,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
MAP-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,MOB-030,Map/location service,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
CHAT-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,"MOB-031–034, ADM-UI-019–020",Realtime/chat/media,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
ADM-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,ADM-UI-001–027,Admin APIs/policies,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
AUD-FR-*,AUDIT_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,ADM-UI-025,Audit/outbox,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
PRIV-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,MOB-037/042 + all surfaces,Policy/serializer layer,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
I18N-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,All member/admin UI,Localization framework,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
MEDIA-FR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,Profile/community/chat/content,Media service/storage,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NFR-*,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,39. Requirements Traceability Matrix — Module Level,Cross-cutting,Platform,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
SEV-1,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,42. Incident Management,Critical outage/data-integrity/security incident affecting broad production use.,15 minutes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
SEV-2,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,42. Incident Management,Major capability unavailable or serious degradation without broad data corruption.,30 minutes,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
SEV-3,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,42. Incident Management,Limited degradation/workaround exists.,4 business hours,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
SEV-4,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,42. Incident Management,Minor defect/request with low immediate impact.,Next planned support cycle,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
View permitted genealogy,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Y,Y,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Search People,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Y,Y,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Claim own Person profile,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,R,R,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Approve profile claim,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,A,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Propose genealogy addition/correction,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,R,R,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Approve scoped genealogy change,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,A,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Resolve cross-branch/sensitive dispute,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Merge duplicate People,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
View restricted evidence for assigned review,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Own request,Y,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Manage branch/verifier assignment,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Edit own permitted profile fields,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Y,Y,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Change another Person governed details directly,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,Scoped governed action,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Create normal community post,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Y,Y,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Moderate community/report,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Draft cultural content,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Approve authoritative cultural content,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Manage Nata/Saino rule draft/test,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Approve Nata/Saino authority,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Manage/approve Jutho/Tithi rules,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Create family/community event,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Y within policy,Y,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Create invitation / genealogy audience,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Y within policy,Y,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Send admin broadcast,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,Scoped,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Use direct/group chat,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Y,Y,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
View private chat contents as admin,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Own/participant only,Participant only,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
View audit history,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,Own request/status,Scoped review history,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Manage roles/system configuration,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Execute production import commit,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N,N,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
Export restricted data,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix A — Roles and Permissions Matrix,N by default,Scoped if approved,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NS-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,C.1 Nata/Saino Rule Catalogue Template,____________________,____________________,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NS-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,C.1 Nata/Saino Rule Catalogue Template,____________________,____________________,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
NS-003,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,C.1 Nata/Saino Rule Catalogue Template,____________________,____________________,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JT-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,C.2 Jutho Rule Catalogue Template,____________________,13/5/3/1/0,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JT-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,C.2 Jutho Rule Catalogue Template,____________________,13/5/3/1/0,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
JT-003,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,C.2 Jutho Rule Catalogue Template,____________________,13/5/3/1/0,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
CAL-R-001,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,C.3 Tithi / Shraddha / Calendar Rule Template,____________________,BS/AD/Tithi,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
CAL-R-002,REQUIREMENT,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,C.3 Tithi / Shraddha / Calendar Rule Template,____________________,BS/AD/Tithi,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
person_id,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Permanent canonical genealogy ID.,UUID/string ID,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
user_id,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Authentication account ID.,UUID/string ID,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
linked_person_id,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Approved Person controlled by account.,FK Person,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
phone_e164,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Normalized verified mobile.,String,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
account_status,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Active/restricted/deactivated/etc.,Enum,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
primary_name,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Canonical display/source name.,Unicode string,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
name_alias,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Alternate spelling/transliteration.,Unicode string,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
sex_gender_domain,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Domain attribute used only where required by approved genealogy/relationship rules and privacy policy.,Controlled enum/value,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
birth_date_source,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Original birth date semantics/value.,Structured date,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
death_date_source,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Approved death date semantics/value.,Structured date,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
life_status,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Living/deceased/unknown as supported.,Enum,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
branch_id,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Approved lineage/branch reference.,FK,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
generation,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Approved genealogy generation indicator.,Integer/ref,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
parent_person_id,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Parent in direct verified link.,FK,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
child_person_id,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Child in direct verified link.,FK,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
"spouse_a_id ,   spouse_b_id",DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Canonical spouse pair.,FKs,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
verification_status,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Trust state of fact/request/content.,Enum,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
source_reference,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Provenance/source citation or import reference.,String/JSON ref,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
claim_status,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Claim workflow state.,Enum,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
request_before,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Snapshot before proposed change.,Structured JSON,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
request_proposed,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Proposed change snapshot.,Structured JSON,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
decision_reason,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Reviewer rationale.,Text,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
visibility,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Field/entity audience.,Enum/policy,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
"latitude ,   longitude",DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Precise location when explicitly collected.,Decimal/geography,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
location_precision,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Exact/locality/district/etc.,Enum,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
relationship_rule_version,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Rule version used for terminology.,Version ID,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
jutho_rule_version,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Jutho rule version used.,Version ID,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
calendar_rule_version,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Tithi/calendar rule/source used.,Version ID,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
event_date_model,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,AD/BS/Tithi source and normalized values.,Structured date,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
invitation_recipient_snapshot,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Resolved audience membership at send.,Recipient rows/snapshot,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
rsvp_status,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Attending/Not Attending/Maybe/no response.,Enum,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
media_status,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Upload/scan/ready/rejected/deleted state.,Enum,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
message_id,DATA_CONTROL,Kashyap_Adhikari_Master_Requirements_SDLC_Specification.docx,Appendix D — Critical Data Dictionary,Stable message identifier/idempotency anchor.,UUID/string,services/api/src/,services/api/test/,Planned for Phase W2 execution,Specification and data schema complete; automated test pending,PLANNED,None
