Edge Case ID,Source Document,Worksheet,Functional Module,Requirement Reference,Scenario Title / Trigger,Required Behaviour & Safety Rule,English Message,Nepali Message,Implementation Code Files,Acceptance Test File,Specific Test Name / Assertion,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
EC-0194,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Offline, Sync & Concurrency",NFR-SYNC,Network response lost after server success,Client retry is idempotent and retrieves existing result.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0194: Network response lost after server success,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0195,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Offline, Sync & Concurrency",NFR-SYNC,Connectivity flaps repeatedly,Use bounded exponential backoff with jitter and visible state.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0195: Connectivity flaps repeatedly,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0196,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Offline, Sync & Concurrency",NFR-SYNC,Device local database migration fails,"Protect local data, attempt safe recovery and require re-sync; no false success.",This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0196: Device local database migration fails,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0197,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Offline, Sync & Concurrency",NFR-SYNC,Offline message exceeds retention window,Require explicit resend rather than unexpected late delivery.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0197: Offline message exceeds retention window,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0198,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Offline, Sync & Concurrency",NFR-SYNC,Stale privacy cache,Server authorization prevails; purge/refetch affected cached content.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0198: Stale privacy cache,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0199,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Offline, Sync & Concurrency",NFR-SYNC,Background sync interrupted by OS,Resume from durable cursor/checkpoint without duplicating mutations.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0199: Background sync interrupted by OS,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0200,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Offline, Sync & Concurrency",NFR-SYNC,Conflict resolution itself conflicts,Require fresh version and authorized review; preserve both proposals.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/,services/api/test/,Acceptance test for EC-0200: Conflict resolution itself conflicts,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0201,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Malformed request,Return stable validation code and field errors; make no state change.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0201: Malformed request,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0202,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Unsupported API version,Return upgrade-required contract; do not reinterpret payload.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0202: Unsupported API version,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0203,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Dependency timeout,Apply bounded timeout/retry/circuit breaker according to idempotency.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0203: Dependency timeout,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0204,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Partial multi-service success,Compensate or persist recoverable state with correlation; never report complete success.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0204: Partial multi-service success,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0205,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Unknown webhook signature,"Reject, record security signal and disclose no processing detail.",This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0205: Unknown webhook signature,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0206,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Webhook duplicated/out of order,"Verify signature, deduplicate and apply version/order rules.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0206: Webhook duplicated/out of order,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0207,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Rate limit exceeded,Return retry guidance without leaking threshold internals.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0207: Rate limit exceeded,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0208,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Response serialization fails after commit,Retry/read by idempotency key; avoid duplicate mutation.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0208: Response serialization fails after commit,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0209,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Database deadlock/transient conflict,Retry bounded safe transaction or return conflict; never lose audit.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0209: Database deadlock/transient conflict,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0210,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,External identifier changes,Maintain mapping/version history and reconcile before updating authoritative references.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0210: External identifier changes,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0211,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Provider returns invalid data,Quarantine/reject and alert; do not propagate into authoritative state.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0211: Provider returns invalid data,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0212,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"API, Integrations & Errors",NFR-API,Correlation ID supplied maliciously,Validate/replace unsafe value while maintaining internal traceability.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0212: Correlation ID supplied maliciously,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0213,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Required source column absent,Fail preflight before any import mutation.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0213: Required source column absent,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0214,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Unknown controlled value,Place row in exception queue; do not coerce silently.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0214: Unknown controlled value,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0215,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Duplicate source identifier,Reject/flag batch according to mapping contract.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0215: Duplicate source identifier,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0216,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Import creates genealogy cycle,Reject affected relationship and continue/stop according to atomic batch policy.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0216: Import creates genealogy cycle,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0217,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Date cannot be converted,Preserve original and uncertainty; do not invent converted date.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0217: Date cannot be converted,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0218,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Batch partially commits,"Use checkpointed atomic units, reconciliation and safe resume/rollback.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0218: Batch partially commits,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0219,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Same batch submitted again,Detect batch hash/idempotency key and return prior outcome.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0219: Same batch submitted again,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0220,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Source changes after dry run,Invalidate approval and rerun comparison before production import.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0220: Source changes after dry run,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0221,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Authority sample fails threshold,Block production import and return to cleansing.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0221: Authority sample fails threshold,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0222,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Media file missing for metadata row,Import controlled metadata exception; do not create broken public reference.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0222: Media file missing for metadata row,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0223,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Import user lacks branch scope,Reject unauthorized rows/batch and audit.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0223: Import user lacks branch scope,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0224,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Migration & Import,FR-MIG,Post-import totals differ,Fail reconciliation gate and restrict release until explained/approved.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0224: Post-import totals differ,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0225,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Credential stuffing/OTP enumeration,Rate-limit and use generic responses; alert on risk pattern.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0225: Credential stuffing/OTP enumeration,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0226,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,IDOR/object identifier manipulation,Server denies by object/field scope and records security signal.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0226: IDOR/object identifier manipulation,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0227,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Malicious file or script content,Reject/quarantine and render user content safely.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0227: Malicious file or script content,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0228,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Sensitive data in logs,"Redact/prevent at source, restrict incident copy and remediate historical exposure.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0228: Sensitive data in logs,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0229,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Mass scraping pattern,Throttle/block by risk while preserving legitimate accessibility/search.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0229: Mass scraping pattern,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0230,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Privilege escalation attempt,"Deny, alert and review session/account.",Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/,services/api/test/,Acceptance test for EC-0230: Privilege escalation attempt,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0231,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Lost administrator device,"Revoke sessions/keys, review activity and rotate affected credentials.",Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/,services/api/test/,Acceptance test for EC-0231: Lost administrator device,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0232,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Data export unusually large,"Require enhanced authorization, purpose, approval and monitored delivery.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0232: Data export unusually large,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0233,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Suspected breach,"Activate incident command, containment, evidence preservation and privacy/legal assessment.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0233: Suspected breach,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0234,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Minor safety complaint,"Prioritize safeguarding, restrict exposure and route to trained authority.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0234: Minor safety complaint,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0235,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Deletion request during legal hold,"Restrict normal use, explain limitation and retain only held scope.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0235: Deletion request during legal hold,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0236,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Security, Abuse & Privacy Incidents",NFR-SEC,Backup contains data past retention,Apply approved backup expiry/restore-deletion procedure and document limitation.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0236: Backup contains data past retention,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0237,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Health check green but business journey fails,Use synthetic business checks; treat as incident despite infrastructure health.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Health check green but business journey fails,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0238,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Database backup succeeds but restore fails,Fail recovery control and remediate before release/retention claim.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Database backup succeeds but restore fails,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0239,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Deployment migration fails,Stop rollout and execute tested rollback/forward-fix without data loss.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Deployment migration fails,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0240,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Canary metrics degrade,Pause/rollback before broad rollout.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Canary metrics degrade,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0241,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Monitoring alert has no owner,Treat operational readiness gate as failed.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Monitoring alert has no owner,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0242,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Third-party cost spikes,"Trigger budget alert, abuse check and controlled throttling/reforecast.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Third-party cost spikes,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0243,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Certificate/domain/signing key nearing expiry,Alert with sufficient lead time and tested rotation.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Certificate/domain/signing key nearing expiry,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0244,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,App store rejects release,Correct compliance issue without bypassing frozen requirements; retain candidate evidence.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for App store rejects release,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
EC-0245,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Operations, Release & Retirement",NFR-OPS,Critical defect found after launch,"Incident/hotfix process with regression, audit and post-review.",Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,"docker-compose.yml, services/api/src/main.ts",services/api/test/app.e2e-spec.ts,Operations runbook validation for Critical defect found after launch,Configuration defined; full staging DR and backup dry run scheduled,PLANNED,"HG-001, HG-017"
